original_Last Updated,original_Category,original_Organization Name,original_Other Organization Name,original_Street Address,original_City,original_State,original_Zip Code,original_Phone Number,original_E-mail,original_Website,original_Discount Description,original_Discount Description (long),original_Cardholder Requirement,original_Authorization for Release of Information,original_Approved for Publishing,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
3/28/2023,Retail Shopping,Snapdoodle Toys & Games--Redmond,,15752 Redmond Way,Redmond,WA,98052,425-869-9713,seattle@snapdoodletoys.com,https://www.snapdoodletoys.com,"10% off on your purchase. Discount honored at any of six Snapdoodle Toys locations (Seattle, Kenmore, Redmond, Issaquah, Totem Lake & Bellevue).","We sell Puzzles, Board Games, Books and amazing other toys. You will receive a 10% discount on your purchase at any of our Snapdoodle Toys locations.",Both Gold and FLASH card,true,true,47.67539625,-122.13059308999999,"Snapdoodle Toys, 15752 158th Avenue Northeast, Redmond, WA 98052, United States of America",Snapdoodle Toys,15752,158th Avenue Northeast,98052,,Redmond Center,Redmond,King County,Washington,WA,United States,us,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3/28/2023,Retail Shopping,Snapdoodle Toys & Games--Issaquah,,1527 Highlands Dr NE %23110,Issaquah,WA,98027,425-651-2838,seattle@snapdoodletoys.com,https://www.snapdoodletoys.com,"10% off on your purchase. Discount honored at any of six Snapdoodle Toys locations (Seattle, Kenmore, Redmond, Issaquah, Totem Lake & Bellevue.","We sell Puzzles, Board Games, Books and amazing other toys. You will receive a 10% discount on your purchase at any of our Snapdoodle Toys locations",Both Gold and FLASH card,true,true,47.5405807,-122.0190748,"Highlands Drive Northeast, Issaquah, WA 98129, United States of America",Highlands Drive Northeast,,Highlands Drive Northeast,98129,,,Issaquah,King County,Washington,WA,United States,us,0.3969,1,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3/28/2023,Retail Shopping,Snapdoodle Toys & Games--Totem Lake,,"11901 NE Village Plaza, %23175",Kirkland (Totem Lake),WA,98034,425-285-9366,seattle@snapdoodletoys.com,https://www.snapdoodletoys.com,"10% off on your purchase. Discount honored at any of six Snapdoodle Toys locations (Seattle, Kenmore, Redmond, Issaquah, Totem Lake & Bellevue).","We sell Puzzles, Board Games, Books and amazing other toys. You will receive a 10% discount on your purchase at any of our Snapdoodle Toys locations.",Both Gold and FLASH card,true,true,47.71255,-122.180135,"203° Fahrenheit, 11901 Northeast Village Plaza, Kirkland, WA 98033, United States of America",203° Fahrenheit,11901,Northeast Village Plaza,98033,,The Village at Totem Lake,Kirkland,King County,Washington,WA,United States,us,0.2,0.33333333333333337,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3/28/2023,Retail Shopping,Snapdoodle Toys & Games--Bellevue,,1100 Bellevue Way NE Ste 6A,Bellevue,WA,98004,425-590-9576,seattle@snapdoodletoys.com,https://www.snapdoodletoys.com,"10% off on your purchase. Discount honored at any of six Snapdoodle Toys locations (Seattle, Kenmore, Redmond, Issaquah, Totem Lake & Bellevue).","We sell Puzzles, Board Games, Books and amazing other toys. You will receive a 10% discount on your purchase at any of our Snapdoodle Toys locations.",Both Gold and FLASH card,true,true,47.629509,-122.201653,"Bellevue Way Northeast, Bellevue, WA, United States of America",,,Bellevue Way Northeast,,,,Bellevue,King County,Washington,WA,United States,us,0.35720999999999997,1,0.35720999999999997,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3/28/2023,"Hotels, Travel & Tourism; Other",Price 4 Limo,,990 Stinson Way Suite 201,West Palm Beach,FL,33411,866-265-5479,travis@price4limo.com,https://www.price4limo.com/,"Price4Limo is a ground transportation provider for limousine, party bus and charter bus services. We are available 24/7 365 days for your transportation needs. Enjoy $100 off your next rental.","Please have your Gold Card or FLASH Card ready at time of booking to redeem, or use code ""SEATTLE100"". Email travis@price4limo.com with any questions.",Both Gold and FLASH card,true,true,26.752516,-80.161387,"West Palm Beach, FL, United States of America",,,,,,,West Palm Beach,Palm Beach County,Florida,FL,United States,us,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
4/7/2023,Food & Beverage / Restaurant,Aloha Plates,"Endless, LLC",511 S Weller St,Seattle,WA,98104,253-282-0060,aloha@endlessn.com,https://www.alohaplates-sea.com/s/order,10% off entire purchase. Must present Gold or FLASH Card.,,Both Gold and FLASH card,true,true,47.5974076,-122.3271899319406,"Aloha Plates, 511 South Weller Street, Seattle, WA 98104, United States of America",Aloha Plates,511,South Weller Street,98104,Little Saigon,Chinatown/International District,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
4/17/2023,"Arts, Culture & Entertainment",Seattle Asian Art Museum,,1400 E Prospect St,Seattle,WA,98112,206-654-3210,kevink@SeattleArtMuseum.org,https://www.seattleartmuseum.org/visit/seattle-asian-art-museum,Gold Card/Flash Card Holders: $5 admission (a 72% savings!). Includes access to everything on view. Card verification is required. Available onsite only.,Admission discount also available at Seattle Art Museum.,Both Gold and FLASH card,true,true,47.63029565,-122.31413540328062,"Seattle Asian Art Museum, 1400 East Prospect Street, Seattle, WA 98112, United States of America",Seattle Asian Art Museum,1400,East Prospect Street,98112,,Capitol Hill,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
4/17/2023,"Arts, Culture & Entertainment",Olympic Sculpture Park,,2901 Western Avenue,Seattle,WA,98121,206-654-3100,kevink@SeattleArtMuseum.org,https://www.seattleartmuseum.org/visit/olympic-sculpture-park,"Entrance to 9-acre waterfront outdoor sculpture park is open and FREE 365 days a year! No card required. In-person, audio and cell-phone tours available at our website.","Site has ADA accessible ramps, and main Z path through park is graded to provide universal access. Paid parking available.",No card Required,true,true,47.616345,-122.353852,"2901 Western Avenue, Seattle, WA 98121, United States of America",,2901,Western Avenue,98121,,Belltown,Seattle,King County,Washington,WA,United States,us,0.6666666666666667,1,0.6666666666666667,© OpenAddresses contributors,BSD-3-Clause License,
4/20/2023,"Arts, Culture & Entertainment",Cheapo Ticketing,,75 Gerber Road East,South Windsor,CT,6074,888-306-9050,,https:///www.cheapoticketing.com,"Use coupon ""GOVSAVER"" for a 10% discount on sports, concerts and theatre events.","Receive a 10% discount for tickets to live sports, concerts and theatre events throughout the United States. Enter coupon code ""GOVSAVER"" in checkout at CheapoTicketing.com to receive your instant discount. Cheapo Ticketing has been providing access to live events since 2014!",No card Required,true,true,41.82218090131214,-72.50646806525164,"75 Gerber Road East, South Windsor, CT 06074, United States of America",,75,Gerber Road East,06074,,,South Windsor,Capitol Planning Region,Connecticut,CT,United States,us,0.75,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
4/12/2018,"Home, Garden & Home Repair",Best Plumbing and Rooter,,8820 Aurora Ave. N.,Seattle,WA,98103,206-633-1700,bill@bestplumbing.com,http://www.bestplumbing.com,Free annual plumbing inspection for a one-time fee of $89. Age 62+,,Both Gold and FLASH card,true,true,47.6931718,-122.3441555,"Best Plumbing, 8820 Aurora Avenue North, Seattle, WA 98103, United States of America",Best Plumbing,8820,Aurora Avenue North,98103,Licton Springs,Greenwood,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
4/12/2018,Fitness & Recreation,Bill Speidel's Underground Tour,,614 1st Ave,Seattle,WA,98104,206-682-4646,info@undergroundtour.com,http://www.undergroundtour.com,"Senior discount, no card required.","Tour includes remains of the 1889 Seattle Fire. In Seattle's Pioneer Square, between Cherry Street and Yesler Way.",No card Required,true,true,47.602324,-122.3338244,"614 1st Avenue, Seattle, WA 98104, United States of America",,614,1st Avenue,98104,West Edge,Chinatown/International District,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
4/12/2018,Utilities & Cable TV,City of Burien,,"400 SW 152nd St., Suite 300",Burien,WA,98166,206-241-4647,cityclerk@burienwa.gov,https://www.burienwa.gov/residents/resident_resources/utilities/utility_bill_assistance,"A number of programs exist for assistance with utilities, available to income qualified households. Utility tax relief provided in the form of a reimbursement.",,No card Required,true,true,47.4671473,-122.3396121,"400 Southwest 152nd Street, Burien, WA, United States of America",,400,Southwest 152nd Street,,,,Burien,King County,Washington,WA,United States,us,0.25004699999999996,1,0.25004699999999996,© OpenAddresses contributors,BSD-3-Clause License,
4/12/2018,Utilities & Cable TV,City of Des Moines,,2045 S 216th.,Des Moines,WA,98198,206-878-1642,seniors@desmoineswa.gov,https://www.desmoineswa.gov/cms/one.aspx?portalId=17385088&pageId=17490998,Program offers utility assistance to Des Moines residents who are struggling to address negative economic impacts caused by the public health emergency.,,No card Required,true,true,47.40699,-122.305856,"2045 South 216th Street, Des Moines, WA 98198, United States of America",,2045,South 216th Street,98198,,,Des Moines,King County,Washington,WA,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
4/12/2018,Utilities & Cable TV,City of Issaquah,,130 E Sunset Way,Issaquah,WA,98027,425-837-3070,UB@issaquahwa.gov,https://www.issaquahwa.gov/3022/Senior-Program,Discount rate for qualifying low-income senior citizens (62+). Financial assistance of 75% discount off the minimum water and sewer billings and excludes clients from paying the stormwater fee.,,No card Required,true,true,47.530347,-122.034204,"130 East Sunset Way, Issaquah, WA 98027, United States of America",,130,East Sunset Way,98027,,,Issaquah,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenAddresses contributors,BSD-3-Clause License,
4/12/2018,"Technology, Computers & Mobile Phones",InterConnection Computer Reuse Center,,3415 Stone Way N.,Seattle,WA,98103,206-222-2060,info@interconnection.org,http://www.interconnection.org,"Special discounts on refurbished laptop and desktop computers, generally 30% less expensive than comparable new one. Low income laptop special. No Gold/FLASH Card required.",Proof of low-income status required.,No card required,true,true,47.6493064,-122.3433643,"3415 Stone Way North, Seattle, WA 98103, United States of America",,3415,Stone Way North,98103,,Fremont,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
4/12/2018,"Arts, Culture & Entertainment",Meany Center for the Performing Arts,,4040 George Washington Lane Northeast,Seattle,WA,98195,206-543-4880,,http://www.meanycenter.org,"Age 65+: Subscription discount is 20% off regular single ticket prices. Single ticket discounts are 5% off regular single ticket prices, subject to availability.","Proof of age required. Discounts also available to UW faculty/staff, students and alumni.",No card required,true,true,47.6556645,-122.3106617072553,"Meany Hall, 4040 George Washington Lane Northeast, Seattle, WA 98195, United States of America",Meany Hall,4040,George Washington Lane Northeast,98195,West Campus,University District,Seattle,King County,Washington,WA,United States,us,0.8,1,0.8,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
4/12/2018,Auto Services & Transportation,Metro Taxi Scrip,,201 S. Jackson St.,Seattle,WA,98104,206-553-3000 (WA Relay: 711),,https://kingcounty.gov/depts/transportation/metro/travel-options/accessible/programs/taxi-scrip.aspx,"The Taxi Scrip Program serves low-income King County residents age 18 to 64 who have a disability, or ages 65+. Apply online for a 50% discount for income-eligible riders.",View website for income eligibility guidelines and taxi companies accepting scrip.,No card Required,true,true,47.5990866,-122.3313574,"201 South Jackson Street, Seattle, WA 98104, United States of America",,201,South Jackson Street,98104,,Chinatown/International District,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
4/20/2023,Fitness & Recreation,Seattle Mariners Baseball,,1250 1st Ave S,Seattle,WA,98134,206-346-4001,FanCare@mariners.com,https://www.mlb.com/mariners/tickets/specials/value-games,"Mariners Value Games discount at 50% off! Snag $10 View Level, $20 Main Level or $30 Terrace Club seats to select games (weekdays on M, Tu, W & select Th only) throughout the season. Premium/weekend games not included. Gold/FLASH card not required.",Available online at: https://www.mlb.com/mariners/tickets/specials/value-games,No card Required,true,true,47.5918524,-122.3339628,"1250 1st Avenue South, Seattle, WA 98134, United States of America",,1250,1st Avenue South,98134,,Chinatown/International District,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5/5/2023,Utilities & Cable TV,City of Duvall,,15535 Main Street NE,Duvall,WA,98019,425-788-1185,stephanie.goodwin@duvallwa.gov,https://www.duvallwa.gov/132/Utility-Billing,"Provides a reduced water rate, sewer rate and storm drain rate for low-income customers.",Income qualifying applicants can submit application for discount on utility services at: https://www.duvallwa.gov/DocumentCenter/View/8315/Reduced-Rate-Application-2023,No card Required,true,true,47.740733,-121.986425,"15535 Main Street NE, Duvall, WA 98019, United States of America",,15535,Main Street NE,98019,,,Duvall,King County,Washington,WA,United States,us,0.75,1,0.75,© OpenAddresses contributors,BSD-3-Clause License,
5/5/2023,Utilities & Cable TV,City of Federal Way,,33325 8th Ave. South,Federal Way,WA,98003,253-835-2527,,https://www.cityoffederalway.com/page/utility-tax-rebate-program,"Utility Tax Rebate program is for low-income residents. Instructions, eligibility and application info at website.",,No card required,true,true,47.303914000000006,-122.32648117633445,"Federal Way City Hall, 33325 8th Avenue South, Federal Way, WA 98003, United States of America",Federal Way City Hall,33325,8th Avenue South,98003,,,Federal Way,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5/5/2023,Utilities & Cable TV,City of Kent,,220 4th Ave S.,Kent,WA,98032,253-856-5201,customerservice@kentwa.gov,"https://www.kentwa.gov/pay-and-apply/utility-services-and-billing#:~:text=Please%20contact%20Customer%20Service%20at,856%2D5201%20or%20by%20email.","Utility rate reductions (water, sewer, storm drainage, and solid waste) for eligible senior citizens (62+) and people with disabilities based on income.",,No card Required,true,true,47.3806301,-122.2368423,"220 4th Avenue South, Kent, WA 98032, United States of America",,220,4th Avenue South,98032,Downtown,,Kent,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5/5/2023,"Home, Garden & Home Repair",Flowers Just 4-U Floral & Gifts,,701 23rd Avenue,Seattle,WA,98122,206-324-1440,ginlolmw@aol.com,https://flowersjust4u.net/,10% discount,,No card required,true,true,47.596349,-122.302429,"701 23rd Avenue South, Seattle, WA 98144, United States of America",,701,23rd Avenue South,98144,,Central Area,Seattle,King County,Washington,WA,United States,us,0.9,1,0.9,© OpenAddresses contributors,BSD-3-Clause License,
5/5/2023,"Home, Garden & Home Repair",LawnStarter,,5000 25th Ave NE #3203,Seattle,WA,98105,877-518-0382,jeshue@lawnstarter.com,https://www.lawnstarter.com/seattle-wa-lawn-care,$20 off your first service when you use promo code SEATTLE20 at checkout. LawnStarter is a professional lawn mowing and landscaping service.,,No card Required,true,true,47.679432,-122.300678,"25th Avenue Northeast, Seattle, WA, United States of America",,,25th Avenue Northeast,,,Ravenna,Seattle,King County,Washington,WA,United States,us,0.3969,1,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5/5/2023,Fitness & Recreation,"Medgar Evers Pool, Seattle Parks and Recreation",,500 23rd Ave,Seattle,WA,98122,206-684-4766,,https://www.seattle.gov/parks/pools/medgar-evers-pool,Senior discount available for 65+. Scholarships also available.,"We offer adult and senior adult lessons and a variety of exercise classes, as well as family, public, and lap swim times. Details on senior discounts at: https://www.seattle.gov/parks/pools/fees-and-programs#seniorswim. Further reduced price scholarships for income eligible individuals at: https://www.seattle.gov/parks/scholarships-and-financial-aid.",No card Required,true,true,47.6065326,-122.3023574054989,"Medgar Evers Pool, 500 23rd Avenue, Seattle, WA 98122, United States of America",Medgar Evers Pool,500,23rd Avenue,98122,,Central District,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5/5/2023,Cleaning Services,Merry Maids 486-West Seattle,,9801 17th Ave SW,Seattle,WA,98106,206-209-0762,merrymaids486@hotmail.com,https://www.merrymaids.com/west-seattle/,10% off first visit. Please present Gold or Flash Card.,,GOLD or FLASH card required,true,true,47.515354099999996,-122.3569158,"9801 17th Avenue Southwest, Seattle, WA 98106, United States of America",,9801,17th Avenue Southwest,98106,,,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5/5/2023,Food & Beverage / Restaurant,Momosan Ramen,,504 5th Avenue South,Seattle,WA,98104,206-501-4499,info@momosanseattle.com,https://momosanseattle.com/,10% discount.,10% discount on all food. Excludes alcohol.,Both Gold and FLASH card,true,true,47.5976303,-122.32718,"Momosan Seattle, 504 5th Avenue South, Seattle, WA 98104, United States of America",Momosan Seattle,504,5th Avenue South,98104,,Chinatown/International District,Seattle,King County,Washington,WA,United States,us,0.75,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5/5/2023,"Arts, Culture & Entertainment",National Nordic Museum,,2655 NW Market St,Seattle,WA,98107,206-789-5707,nordic@nordicmuseum.org,https://nordicmuseum.org/,Discount admission for guests age 65+.,,No card Required,true,true,47.6683615,-122.39177949359151,"National Nordic Museum, 2655 Northwest Market Street, Seattle, WA 98107, United States of America",National Nordic Museum,2655,Northwest Market Street,98107,,Ballard,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5/5/2023,"Arts, Culture & Entertainment",NOCCO - North Corner Chamber Orchestra,,POB 21561,Seattle,WA,98121,425-200-4390,tim@nocco.org,https://www.nocco.org,"Senior discount on tickets and subscriptions of at least 25% off regular price. Free Ticket Program available for use and contributions, too. See website for details.",Senior discount on tickets and subscriptions of at least 25% off regular price. See our website for more details.,No card required,true,true,47.673455,-122.331537,"Seattle, WA, United States of America",,,,,,,Seattle,King County,Washington,WA,United States,us,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
5/5/2023,"Home, Garden & Home Repair","Side Sewer Assistance Program, City of Seattle",Seattle Public Utilities,700 5th Avenue,Seattle,WA,98104,206-684-0244,HealthyHome@seattle.gov,https://www.seattle.gov/housing/homeowners/home-repair/side-sewer-assistance-program,"0% interest loans up to $45,000 for income-qualified Seattle homeowners experiencing a side sewer emergency.","Is your side sewer broken? Do you need help paying for emergency repairs? Call or email to get screened for eligibility to receive assistance with your sewer issue. Seattle Public Utilities in partnership with Office of Housing can help. Loan terms are for 10 years with 2 options to renew, and no monthly payments required. 
Explore Weatherization programs available for income qualified homeowners or renters, at: https://www.seattle.gov/housing/homeowners/weatherization",No card Required,true,true,47.596434,-122.327267,"700 5th Avenue South, Seattle, WA 98104, United States of America",,700,5th Avenue South,98104,,International District,Seattle,King County,Washington,WA,United States,us,0.9,1,0.9,© OpenAddresses contributors,BSD-3-Clause License,
5/5/2023,Fitness & Recreation,Washington State Department of Fish and Wildlife--North Puget Sound,,16018 Mill Creek Boulevard,Mill Creek,WA,98012,425-775-1311,TeamMillCreek@dfw.wa.gov,https://wdfw.wa.gov/places-to-go/weekender/north-puget-sound,Reduced license fees for older adults (70+) and adults with disabilities. Call or go online for more information: https://wdfw.wa.gov/licenses/fishing/types-fees,Learn more about news and licenses available at: https://wdfw.wa.gov/licenses.,No card required,true,true,47.85001000967571,-122.22055776028485,"16018 Mill Creek Boulevard, Mill Creek, WA 98012, United States of America",,16018,Mill Creek Boulevard,98012,,,Mill Creek,Snohomish County,Washington,WA,United States,us,0.75,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5/5/2023,Fitness & Recreation,Woodland Park Zoo,Woodland Park Zoological Society,601 N 59th St,Seattle,WA,98103,206-548-2500,zooinfo@zoo.org,https://www.zoo.org/visit,75% off full price admission rate only. Age 60+ or adults with disabilities. Must present Gold or Flash Card. One discount per card. May not be combined with other discounts.,"75% off full price admission rate only. For information about regular prices, hours, and more, visit https://www.zoo.org/visit. To request a sighted guide, access sensory map and learn about mobility equipment rentals, visit https://www.zoo.org/access.",Gold or FLASH card required,true,true,47.669143399999996,-122.35096188536495,"Woodland Park Zoo, 601 North 59th Street, Seattle, WA 98103, United States of America",Woodland Park Zoo,601,North 59th Street,98103,,Phinney Ridge,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
4/12/2018,Fitness & Recreation,Pacific Science Center,,200 2nd Ave N,Seattle,WA,98109,206-443-2001,gs@pacsci.org,http://www.pacificsciencecenter.org,"For seniors, discount of $1 off general admission and $5 off IMAX movies. For guests with disabilities, admission for aides is free. Family Access Memberships (for anyone, any age, receiving any form of public or government assistance) at $19 per year, allows for unlimited admission for named family members, with additional discounts for guests and IMAX/Laser shows/camps. Call 206-443-2844 for access membership details or visit at the gate.","PacSci hosts monthly Exploration for All hours, where visitors can enjoy free sensory-friendly experiences hours. Upcoming dates can be found at:
https://pacificsciencecenter.org/events/?_event_series=exploration-for-all",No card Required,true,true,47.61934015,-122.35077847477159,"Pacific Science Center, 200 2nd Avenue North, Seattle, WA 98109, United States of America",Pacific Science Center,200,2nd Avenue North,98109,Uptown,Belltown,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
7/28/2023,"Hair, Skin & Spa",Karibu Barber Shop,,3855 Rainier Avenue South,Seattle,WA,98118,206-407-4147,,,10% discount on services on Mondays for anyone 60+ and/or with a disability. Gold/FLASH Card is required.,,Both Gold and FLASH card,true,true,47.56875439235722,-122.28997098295146,"3855 Rainier Avenue South, Seattle, WA 98118, United States of America",,3855,Rainier Avenue South,98118,Rainier Vista,Mount Baker,Seattle,King County,Washington,WA,United States,us,0.75,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
8/29/2023,Garden & Home Repair,Bellevue Nursery,Rich Field Investment LLC,842 104th Ave SE,Bellevue,WA,98004,425-454-5531,Info@BellevueNursery.com,http://www.BellevueNursery.com,We offer a 10% senior discount every Tuesday on all regularly priced merchandise.,,No card Required,true,true,47.60197655,-122.20124263906672,"Bellevue Nursery, 842 104th Avenue Southeast, Bellevue, WA 98004, United States of America",Bellevue Nursery,842,104th Avenue Southeast,98004,,,Bellevue,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
9/5/2023,Food & Beverage / Restaurant,Central Ethiopian Bar and Restaurant,,4433 S Graham St.,Seattle,WA,98118,206-538-3464,samrwaberthun@gmail.com,,Discount available Monday thru Thurs after 6pm. 5% off food and alcoholic beverages.,,Both Gold and FLASH card,true,true,47.5457422,-122.2767046996704,"4433 South Graham Street, Seattle, WA 98118, United States of America",,4433,South Graham Street,98118,Brighton,Rainier Valley,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
9/6/2023,Food & Beverage / Restaurant,Habesha Cafe,,5710 Rainier Avenue S.,Seattle,WA,98118,206-324-2527,filli2922@yahoo.com,https://www.habesha-cafe,5% off. Gold or FLASH card required.,,Both Gold and FLASH card,true,true,47.5509062,-122.27731,"Amy's Merkato, 5710 Rainier Avenue South, Seattle, WA 98118, United States of America",Amy's Merkato,5710,Rainier Avenue South,98118,Brighton,Rainier Valley,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
9/4/2023,Food & Beverage / Restaurant,Sunset Cafe,,8115 Rainier Avenue S.,Seattle,WA,98118,206-722-0342,,,Discount of 20% off on Tuesdays for seniors with Gold card and FLASH card also accepted.,,Both Gold and FLASH card,true,true,47.529935550000005,-122.27022103791211,"8115 Rainier Avenue South, Seattle, WA 98118, United States of America",,8115,Rainier Avenue South,98118,Dunlap,,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
9/4/2023,Food & Beverage / Restaurant,Kaffa Coffee and Ethiopian Food,,8136 Rainier Avenue S.,Seattle,WA,98118,206-453-3558,kaffaseattle@gmail.com,https://www.kaffafoods.com,10% off entire purchase for seniors. No card required.,,No card Required,true,true,47.5298764,-122.2697126,"Kaffa Coffee & Wine Bar, 8136 Rainier Avenue South, Seattle, WA 98118, United States of America",Kaffa Coffee & Wine Bar,8136,Rainier Avenue South,98118,Dunlap,Dunlap,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
10/19/2023,"Home, Garden & Home Repair",GS-JJ/EnamelPins,EnamelPins Inc,"20829 Valley Blvd. Walnut, CA 91789",Walnut,California,91789,1-866-573-4920,ice@uspp.biz,https://www.gs-jj.com/,"GS-JJ is an online custom gift promotion company specializing in custom pins, stickers, patches, lanyards, etc. Includes free design and free shipping. Use the promo code “SEATTLE10SAVE” at checkout when shopping online to receive 10% off on all products.",,No card Required,true,true,34.00845,-117.862296,"20241 Valley Boulevard, Walnut, CA 91789, United States of America",,20241,Valley Boulevard,91789,,,Walnut,Los Angeles County,California,CA,United States,us,0.15752961,1,0.15752961,© OpenAddresses contributors,BSD-3-Clause License,
10/22/2023,Food & Beverage / Restaurant,Dubsea Coffee,Happy Place Coffee,9910 8th Ave SW,Seattle,WA,98106,206-992-5155,cw@dubseacoffee.com,https://www.dubseacoffee.com,Senior Tuesday Coffee days give you .50 off any cup. Enjoy connection and .50 cent discount off your favorite cup in the beautiful Greenbridge neighborhood in White Center.,,No card Required,true,true,47.5145725,-122.3449705,"9910 8th Avenue Southwest, Seattle, WA 98106, United States of America",,9910,8th Avenue Southwest,98106,,,Seattle,King County,Washington,WA,United States,us,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
